longitude	latitude	temperature moyenne
-87.6185775844	45.6983	-1.66666666667
-83.4147093037	35.65417	4.44444444444
-75.5364964292	39.00778	5.55555555556
-74.496513336	40.6306	3.33333333333
-56.426375706	42.71722	-12.2222222222
-92.8347171262	46.3747	-0.555555555556
-86.8387112509	47.0492	-6.11111111111
-69.5021636541	38.76417	-1.66666666667
-79.1535212441	40.78861	3.33333333333
-74.8698574844	38.95972	7.77777777778
-84.3468994785	39.22917	-1.11111111111
-62.8389000184	37.3208	-0.555555555556
-95.2901139803	36.98778	10.0
-81.0875342165	31.9475	12.2222222222
-67.5809236705	30.83556	8.88888888889
-79.6588476542	45.54639	-0.555555555556
-66.7049267128	43.53306	-9.44444444444
-71.7753113788	31.1827	9.44444444444
-95.6092165608	37.28472	8.88888888889
-75.1548379378	39.2972	6.66666666667
-79.804515261	40.20639	6.11111111111
-66.3661489694	32.6847	7.22222222222
-64.5194603992	28.4339	10.5555555556
